Year,JD,Month,Day,Air Temp,Rainfall,Wind Speed,Wind direction,Net SW Radiation,Net LW Radiation ,Net Radiation,,,,,,,
2008,242,8,30,4.61,0,2.45,72.93,102.47,-42.03,60.45,,,,,,,
2008,243,8,31,6.53,0,3.75,101.76,134.89,-56.36,78.54,,,,,,,
2008,244,9,1,5.65,0,2.97,63.45,103.55,-45.32,58.23,,,,,,,
2008,245,9,2,6.25,0,2.19,80.14,84.74,-33.05,51.69,,,,,,,
2008,246,9,3,8.78,0,3.62,98.47,79.99,-38.94,41.05,,,,,,,
2008,247,9,4,5.42,0,2.65,251.66,65.13,-17.14,47.99,,,,,,,
2008,248,9,5,5.18,0,2.00,264.33,40.39,-8.75,31.63,,,,,,,
2008,249,9,6,4.95,0.1,3.95,59.12,45.62,-14.80,30.81,,,,,,,
2008,250,9,7,5.31,1.8,4.05,283.76,36.59,-4.96,31.64,,,,,,,
2008,251,9,8,6.47,1,1.21,178.54,59.34,-10.59,48.76,,,,,,,
2008,252,9,9,4.74,1.9,3.47,253.86,29.84,-7.25,22.58,,,,,,,
2008,253,9,10,3.12,1.2,2.67,106.71,36.13,-4.03,32.11,,,,,,,
2008,254,9,11,5.68,0.7,2.45,196.00,44.50,-5.59,38.91,,,,,,,
2008,255,9,12,10.41,0,3.45,182.95,98.92,-42.29,56.63,,,,,,,
2008,256,9,13,8.88,0,2.77,175.97,90.45,-60.56,29.88,,,,,,,
2008,257,9,14,4.92,0,1.89,267.83,31.60,-4.21,27.39,,,,,,,
2008,258,9,15,4.40,0.1,4.48,71.06,24.30,-3.56,20.75,,,,,,,
2008,259,9,16,4.09,0,5.46,53.39,25.79,-6.44,19.35,,,,,,,
2008,260,9,17,3.17,0,5.53,65.57,32.54,-9.13,23.41,,,,,,,
2008,261,9,18,4.93,0.5,4.00,86.92,28.29,-4.25,24.05,,,,,,,
2008,262,9,19,7.22,0,2.16,111.27,25.90,-6.20,19.70,,,,,,,
2008,263,9,20,6.24,0,3.95,72.03,18.25,-11.35,6.90,,,,,,,
2008,264,9,21,4.68,0,3.41,250.89,23.58,-5.57,18.01,,,,,,,
2008,265,9,22,2.24,0.3,5.72,322.42,25.94,-5.33,20.61,,,,,,,
2008,266,9,23,1.01,0.3,5.00,342.73,19.89,-8.13,11.76,,,,,,,
2008,267,9,24,-0.68,0,2.71,241.21,23.65,-10.89,12.76,,,,,,,
2008,268,9,25,-0.12,0,2.96,72.94,35.71,-16.33,19.38,,,,,,,
2008,269,9,26,0.74,0,3.97,65.76,22.15,-16.91,5.24,,,,,,,
2008,270,9,27,0.04,0.2,3.72,65.72,33.84,-23.61,10.23,,,,,,,
2008,271,9,28,0.44,0.8,2.53,78.43,26.00,-11.28,14.73,,,,,,,
2008,272,9,29,0.96,0.3,2.91,111.62,31.84,-5.73,26.11,,,,,,,
2008,273,9,30,0.02,0,1.91,87.31,27.10,-11.63,15.47,,,,,,,
2008,274,10,1,-0.04,2.2,0.78,215.02,12.50,-1.98,10.52,,,,,,,
2008,275,10,2,-0.88,0,3.07,102.30,17.53,0.66,18.19,,,,,,,
2008,276,10,3,-0.99,0.8,2.50,159.70,23.07,-13.56,9.51,,,,,,,
2008,277,10,4,0.22,0,4.19,283.30,11.57,-9.19,2.38,,,,,,,
2008,278,10,5,-0.13,0,1.90,141.85,25.08,-7.84,17.24,,,,,,,
2008,279,10,6,-0.25,0,1.57,152.56,18.28,-10.05,8.23,,,,,,,
2008,280,10,7,-0.65,0,1.56,71.94,23.18,-14.17,9.02,,,,,,,
2008,281,10,8,-1.37,0,2.47,114.76,14.10,-10.84,3.25,,,,,,,
2008,282,10,9,-1.04,0,3.75,89.68,20.27,-20.14,0.13,,,,,,,
2008,283,10,10,-0.51,0,2.98,55.97,14.59,-15.61,-1.02,,,,,,,
2008,284,10,11,-1.09,0,3.41,104.23,6.17,-8.20,-2.02,,,,,,,
2008,285,10,12,-1.73,0,0.83,165.54,3.27,-0.39,2.88,,,,,,,
2008,286,10,13,-4.49,0,2.71,177.20,23.60,-9.56,14.04,,,,,,,
2008,287,10,14,-2.06,0,2.90,118.25,3.99,-3.51,0.48,,,,,,,
2008,288,10,15,-1.42,0,5.33,74.27,5.20,-7.06,-1.86,,,,,,,
2008,289,10,16,-1.15,0,6.51,83.69,1.85,-4.42,-2.57,,,,,,,
2008,290,10,17,-1.28,0,4.57,86.45,2.33,-9.92,-7.59,,,,,,,
2008,291,10,18,-1.39,0,5.42,88.43,2.14,-9.68,-7.54,,,,,,,
2008,292,10,19,-2.39,0,3.52,74.66,2.12,-8.36,-6.24,,,,,,,
2008,293,10,20,-5.41,0,3.04,100.49,2.83,-11.85,-9.02,,,,,,,
2008,294,10,21,-4.02,0,1.16,159.62,1.57,-0.89,0.68,,,,,,,
2008,295,10,22,-4.57,0,2.71,262.04,-0.54,-0.09,-0.62,,,,,,,
2008,296,10,23,-4.55,0,3.28,246.01,-5.71,1.76,-3.96,,,,,,,
2008,297,10,24,-8.69,0,2.64,207.84,0.11,-6.23,-6.12,,,,,,,
2008,298,10,25,-9.16,0,6.33,93.29,0.84,-13.42,-12.58,,,,,,,
2008,299,10,26,-7.17,0,8.54,59.17,0.91,-8.99,-8.09,,,,,,,
2008,300,10,27,-10.15,0,4.04,106.00,1.38,-28.07,-26.69,,,,,,,
2008,301,10,28,-12.75,0,2.44,127.31,-0.21,-24.37,-24.59,,,,,,,
2008,302,10,29,-12.35,0,1.68,136.03,1.38,-5.29,-3.91,,,,,,,
2008,303,10,30,-8.84,0,3.45,257.81,-1.20,-0.52,-1.72,,,,,,,
2008,304,10,31,-12.76,0,2.82,185.47,0.54,2.26,2.80,,,,,,,
2008,305,11,1,-12.44,0,2.76,232.81,-1.61,1.61,0.00,,,,,,,
2008,306,11,2,-10.07,0,6.42,247.63,-0.55,-14.40,-14.95,,,,,,,
2008,307,11,3,-14.09,0,4.20,182.92,-0.34,-30.21,-30.55,,,,,,,
2008,308,11,4,-13.96,0,4.28,136.07,-0.22,-20.72,-20.94,,,,,,,
2008,309,11,5,-10.76,0,4.45,325.00,0.01,-14.28,-14.27,,,,,,,
2008,310,11,6,-19.51,0,1.94,102.38,-0.97,-17.28,-18.25,,,,,,,
2008,311,11,7,-14.86,0,3.41,147.68,-0.52,-1.32,-1.84,,,,,,,
2008,312,11,8,-14.92,0,2.73,260.54,-1.46,1.42,-0.04,,,,,,,
2008,313,11,9,-21.60,0,2.86,140.37,-0.27,2.76,2.48,,,,,,,
2008,314,11,10,-20.85,0,2.32,178.43,-1.27,0.28,-0.99,,,,,,,
2008,315,11,11,-16.35,0,4.23,297.15,-1.13,-16.68,-17.81,,,,,,,
2008,316,11,12,-17.56,0,2.56,202.17,-0.91,-4.13,-5.04,,,,,,,
2008,317,11,13,-19.33,0,5.55,317.65,-0.83,-19.48,-20.31,,,,,,,
2008,318,11,14,-24.87,0,2.54,237.14,-1.87,-26.92,-28.79,,,,,,,
2008,319,11,15,-31.32,0,1.80,182.18,-1.89,-14.14,-16.03,,,,,,,
2008,320,11,16,-30.66,0,1.87,187.07,-1.59,-8.91,-10.50,,,,,,,
2008,321,11,17,-23.04,0,1.28,176.64,-0.97,-1.33,-2.30,,,,,,,
2008,322,11,18,-20.46,0,1.71,218.85,-1.29,-0.34,-1.63,,,,,,,
2008,323,11,19,-18.79,0,4.21,236.32,-1.32,-19.19,-20.51,,,,,,,
2008,324,11,20,-25.15,0,3.88,199.35,-0.89,-8.67,-9.56,,,,,,,
2008,325,11,21,-26.33,0,1.45,78.60,-1.91,-1.28,-3.19,,,,,,,
2008,326,11,22,-27.18,0,2.60,118.02,-2.06,-0.85,-2.91,,,,,,,
2008,327,11,23,-25.78,0,2.88,95.34,-1.34,-0.55,-1.89,,,,,,,
2008,328,11,24,-19.64,0,2.48,92.25,-0.71,-0.28,-0.99,,,,,,,
2008,329,11,25,-20.96,0,2.70,291.72,-1.25,-0.30,-1.55,,,,,,,
2008,330,11,26,-25.26,0,2.82,294.11,-1.43,-0.59,-2.02,,,,,,,
2008,331,11,27,-24.21,0,2.79,290.34,-1.01,-0.44,-1.45,,,,,,,
2008,332,11,28,-30.27,0,1.49,211.39,-1.59,-0.55,-2.14,,,,,,,
2008,333,11,29,-31.10,0,0.52,115.13,-2.31,-0.65,-2.97,,,,,,,
2008,334,11,30,-29.24,0,1.73,106.70,-1.23,-0.43,-1.66,,,,,,,
2008,335,12,1,-21.94,0,2.17,62.77,0.13,0.10,0.22,,,,,,,
2008,336,12,2,-20.65,0,3.33,199.24,-0.54,-0.20,-0.74,,,,,,,
2008,337,12,3,-20.97,0,4.08,250.94,-1.34,-0.42,-1.76,,,,,,,
2008,338,12,4,-16.11,0,6.55,131.61,-0.14,0.20,0.06,,,,,,,
2008,339,12,5,-8.08,0,8.63,263.36,-1.53,-23.95,-25.48,,,,,,,
2008,340,12,6,-20.08,0,8.48,294.97,-1.70,-32.68,-34.38,,,,,,,
2008,341,12,7,-27.78,0,2.59,166.27,-2.65,-20.42,-23.07,,,,,,,
2008,342,12,8,-18.73,0,7.35,160.72,-0.19,-0.50,-0.70,,,,,,,
2008,343,12,9,-10.65,0,3.57,238.11,0.03,-0.98,-0.95,,,,,,,
2008,344,12,10,-13.03,0,1.75,166.97,-0.54,-7.21,-7.75,,,,,,,
2008,345,12,11,-12.81,0,2.61,142.06,-0.92,-3.74,-4.66,,,,,,,
2008,346,12,12,-18.09,0,5.17,33.68,-0.67,-3.17,-3.84,,,,,,,
2008,347,12,13,-29.02,0,2.27,50.41,-2.45,-9.14,-11.58,,,,,,,
2008,348,12,14,-28.14,0,2.31,86.76,-1.30,-4.15,-5.45,,,,,,,
2008,349,12,15,-24.09,0,2.24,277.11,-0.93,-0.28,-1.21,,,,,,,
2008,350,12,16,-23.00,0,2.79,90.03,-0.67,-0.28,-0.95,,,,,,,
2008,351,12,17,-24.36,0,2.08,101.25,-1.55,-0.28,-1.83,,,,,,,
2008,352,12,18,-25.08,0,3.14,78.82,-1.06,-0.28,-1.34,,,,,,,
2008,353,12,19,-26.63,0,2.93,117.53,-1.79,-0.48,-2.27,,,,,,,
2008,354,12,20,-26.78,0,1.27,142.41,-0.64,-0.36,-1.00,,,,,,,
2008,355,12,21,-24.46,0,3.73,164.67,-0.74,-0.31,-1.05,,,,,,,
2008,356,12,22,-24.03,0,3.72,311.23,-0.94,-0.24,-1.17,,,,,,,
2008,357,12,23,-29.37,0,1.10,226.51,-1.41,-0.76,-2.17,,,,,,,
2008,358,12,24,-28.30,0,1.72,248.22,-1.40,-0.30,-1.70,,,,,,,
2008,359,12,25,-37.82,0,1.12,172.26,-2.19,-0.37,-2.55,,,,,,,
2008,360,12,26,-32.48,0,2.11,70.58,-0.77,-0.26,-1.03,,,,,,,
2008,361,12,27,-24.44,0,6.11,60.58,-0.07,-0.44,-0.51,,,,,,,
2008,362,12,28,-22.59,0,4.90,77.27,-0.68,-7.40,-8.09,,,,,,,
2008,363,12,29,-21.41,0,6.13,73.04,-0.31,-4.48,-4.79,,,,,,,
2008,364,12,30,-24.24,0,2.89,144.33,-0.48,-7.33,-7.82,,,,,,,
2008,365,12,31,-25.53,0,0.81,163.09,-1.20,-1.26,-2.46,,,,,,,
2008,1,1,1,-30.83,0,3.53,110.12,-1.64,1.07,-0.57,,,,,,,
2008,2,1,2,-21.24,0,7.99,130.69,-0.29,-6.02,-6.31,,,,,,,
2008,3,1,3,-25.66,0,6.97,240.33,-0.88,-15.56,-16.43,,,,,,,
2008,4,1,4,-30.21,0,4.41,79.22,-1.44,-16.59,-18.03,,,,,,,
2008,5,1,5,-19.87,0,2.74,140.56,-0.14,-1.49,-1.63,,,,,,,
2008,6,1,6,-25.67,0,3.54,122.58,-0.91,-11.38,-12.29,,,,,,,
2008,7,1,7,-25.31,0,3.77,234.29,-1.37,-23.46,-24.84,,,,,,,
2008,8,1,8,-23.14,0,3.32,187.33,-0.22,-2.83,-3.05,,,,,,,
2008,9,1,9,-24.08,0,7.36,264.62,-1.23,-24.90,-26.14,,,,,,,
2008,10,1,10,-26.79,0,3.00,160.52,-1.91,-11.45,-13.36,,,,,,,
2008,11,1,11,-22.19,0,2.56,111.22,-1.10,-3.35,-4.45,,,,,,,
2008,12,1,12,-22.41,0,8.13,294.12,-0.48,-2.64,-3.13,,,,,,,
2008,13,1,13,-25.96,0,6.81,291.74,-1.20,-24.13,-25.33,,,,,,,
2008,14,1,14,-26.50,0,9.06,255.26,-1.02,-23.61,-24.63,,,,,,,
2008,15,1,15,-27.82,0,8.10,280.83,-1.10,-23.45,-24.54,,,,,,,
2008,16,1,16,-22.95,0,11.73,289.53,-0.57,-11.94,-12.51,,,,,,,
2008,17,1,17,-20.58,0,17.49,299.05,-0.18,-3.78,-3.96,,,,,,,
2008,18,1,18,-19.29,0,12.34,300.59,-0.30,-13.38,-13.68,,,,,,,
2008,19,1,19,-18.38,0,7.15,308.75,-0.52,-14.97,-15.48,,,,,,,
2008,20,1,20,-16.55,0,11.36,299.50,-0.29,-7.66,-7.95,,,,,,,
2008,21,1,21,-26.63,0,3.25,242.90,-2.06,-28.03,-30.09,,,,,,,
2008,22,1,22,-36.32,0,2.89,315.50,-2.25,-16.69,-18.94,,,,,,,
2008,23,1,23,-35.66,0,4.20,279.44,-2.07,-10.39,-12.47,,,,,,,
2008,24,1,24,-35.03,0,2.35,293.64,-1.05,-3.89,-4.94,,,,,,,
2008,25,1,25,-32.55,0,5.67,328.40,-0.28,-4.47,-4.75,,,,,,,
2008,26,1,26,-33.00,0,7.50,298.06,-0.68,-21.10,-21.78,,,,,,,
2008,27,1,27,-33.79,0,7.46,271.08,-0.87,-18.13,-19.00,,,,,,,
2008,28,1,28,-36.32,0,2.44,187.42,-1.01,-8.53,-9.53,,,,,,,
2008,29,1,29,-40.48,0,2.21,127.31,0.88,-6.98,-6.10,,,,,,,
2008,30,1,30,-36.43,0,3.50,144.50,4.61,-5.16,-0.55,,,,,,,
2008,31,1,31,-38.57,0,1.37,214.67,-1.21,-4.63,-5.84,,,,,,,
2008,32,2,1,-36.57,0,2.22,133.79,-0.62,-2.42,-3.04,,,,,,,
2008,33,2,2,-27.37,0,4.40,152.62,1.92,3.46,5.38,,,,,,,
2008,34,2,3,-26.46,0,4.35,131.80,0.03,-2.72,-2.68,,,,,,,
2008,35,2,4,-25.93,0,7.27,254.46,0.74,-14.31,-13.57,,,,,,,
2008,36,2,5,-18.20,0,7.21,162.18,0.40,-28.03,-27.62,,,,,,,
2008,37,2,6,-18.51,0,3.33,161.19,1.47,-22.62,-21.14,,,,,,,
2008,38,2,7,-22.27,0,3.48,74.48,3.30,-25.08,-21.77,,,,,,,
2008,39,2,8,-17.92,0,6.64,122.97,0.86,-29.66,-28.80,,,,,,,
2008,40,2,9,-13.03,0,9.08,167.91,1.84,-29.91,-28.08,,,,,,,
2008,41,2,10,-13.87,0,4.20,146.56,0.99,-25.40,-24.41,,,,,,,
2008,42,2,11,-16.01,0,2.18,221.58,0.67,-13.63,-12.96,,,,,,,
2008,43,2,12,-12.61,0,1.72,138.48,0.64,0.60,1.24,,,,,,,
2008,44,2,13,-14.75,0,2.61,68.17,-0.19,-0.05,-0.24,,,,,,,
2008,45,2,14,-14.47,0,1.38,82.09,-0.36,-0.12,-0.49,,,,,,,
2008,46,2,15,-15.03,0,,,-1.68,0.30,-1.38,,,,,,,
2008,47,2,16,-13.90,0,,,-1.75,0.58,-1.17,,,,,,,
2008,48,2,17,-20.91,0,,,-7.38,6.84,-0.54,,,,,,,
2008,49,2,18,-19.95,0,,,-4.88,0.25,-4.63,,,,,,,
2008,50,2,19,-18.10,0,,,-5.53,0.37,-5.16,,,,,,,
2008,51,2,20,-18.96,0,,,-4.30,0.32,-3.98,,,,,,,
2008,52,2,21,-21.03,0,,,-7.02,1.51,-5.51,,,,,,,
2008,53,2,22,-29.13,0,,,-9.39,5.84,-3.56,,,,,,,
2008,54,2,23,-32.25,0,,,-8.96,4.06,-4.91,,,,,,,
2008,55,2,24,-31.47,0,,,-10.98,3.67,-7.31,,,,,,,
2008,56,2,25,-29.58,0,,,-5.99,3.63,-2.36,,,,,,,
2008,57,2,26,-36.71,0,,,-12.52,5.47,-7.05,,,,,,,
2008,58,2,27,-30.98,0,,,-7.43,0.32,-7.11,,,,,,,
2008,59,2,28,-34.71,0,,,-15.29,3.37,-11.92,,,,,,,
2008,60,2,29,-38.10,0,,,-15.82,4.79,-11.04,,,,,,,
2008,61,3,1,-39.55,0,,,-16.15,4.31,-11.84,,,,,,,
2008,62,3,2,-32.72,0,,,-14.72,4.21,-10.52,,,,,,,
2008,63,3,3,-32.19,0,3.82,285.93,-18.94,2.37,-16.58,,,,,,,
2008,64,3,4,-32.93,0,3.10,258.63,-17.14,2.66,-14.48,,,,,,,
2008,65,3,5,-30.91,0,5.06,238.65,-20.13,3.98,-16.14,,,,,,,
2008,66,3,6,-27.30,0,6.27,229.49,-15.00,2.51,-12.49,,,,,,,
2008,67,3,7,-28.26,0,4.25,259.27,-13.88,4.13,-9.75,,,,,,,
2008,68,3,8,-31.68,0,2.33,212.02,-15.56,3.53,-12.03,,,,,,,
2008,69,3,9,-34.68,0,1.28,304.05,-14.58,5.02,-9.56,,,,,,,
2008,70,3,10,-37.70,0,1.95,224.63,-19.25,2.47,-16.78,,,,,,,
2008,71,3,11,-32.61,0,3.08,212.95,-22.28,3.30,-18.98,,,,,,,
2008,72,3,12,-26.82,0,3.43,289.54,-15.62,2.66,-12.96,,,,,,,
2008,73,3,13,-34.65,0,1.97,307.81,-20.13,3.43,-16.70,,,,,,,
2008,74,3,14,-37.25,0,1.47,281.99,-21.50,4.75,-16.74,,,,,,,
2008,75,3,15,-37.35,0,0.93,223.39,-24.38,5.21,-19.17,,,,,,,
2008,76,3,16,-37.26,0,2.04,276.84,-25.04,3.18,-21.87,,,,,,,
2008,77,3,17,-35.91,0,1.93,251.81,-27.01,2.33,-24.68,,,,,,,
2008,78,3,18,-31.52,0,0.64,233.76,-27.10,6.45,-20.66,,,,,,,
2008,79,3,19,-28.47,0,3.69,305.31,-30.48,0.42,-30.06,,,,,,,
2008,80,3,20,-26.73,0,5.14,308.82,-14.06,0.71,-13.36,,,,,,,
2008,81,3,21,-26.80,0,3.51,320.73,-20.01,1.39,-18.61,,,,,,,
2008,82,3,22,-29.49,0,2.00,271.93,-12.10,2.16,-9.94,,,,,,,
2008,83,3,23,-30.52,0,1.46,148.85,-3.76,7.10,3.33,,,,,,,
2008,84,3,24,-28.62,0,3.43,85.00,-2.73,1.43,-1.30,,,,,,,
2008,85,3,25,-25.00,0,1.68,77.33,13.81,-1.78,12.03,,,,,,,
2008,86,3,26,-27.96,0,0.89,268.71,18.94,4.30,23.24,,,,,,,
2008,87,3,27,-26.64,0,1.34,258.66,1.12,3.13,4.25,,,,,,,
2008,88,3,28,-28.80,0,1.22,119.90,-23.42,3.07,-20.35,,,,,,,
2008,89,3,29,-25.92,0,2.49,260.89,-11.24,3.22,-8.03,,,,,,,
2008,90,3,30,-20.86,0,5.08,322.95,8.44,0.01,8.44,,,,,,,
2008,91,3,31,-20.73,0,4.72,336.78,15.18,-0.16,15.02,,,,,,,
2008,92,4,1,-23.45,0,4.90,333.84,19.14,-14.30,4.84,,,,,,,
2008,93,4,2,-26.22,0,4.07,336.34,13.75,-7.13,6.63,,,,,,,
2008,94,4,3,-22.10,0,1.73,269.96,22.61,0.69,23.29,,,,,,,
2008,95,4,4,-22.91,0,1.31,160.98,22.42,-7.01,15.41,,,,,,,
2008,96,4,5,-23.40,0,3.28,76.70,30.03,-29.24,0.79,,,,,,,
2008,97,4,6,-15.15,0,4.65,96.51,19.76,-24.60,-4.84,,,,,,,
2008,98,4,7,-15.49,0,5.30,276.53,24.66,-30.80,-6.14,,,,,,,
2008,99,4,8,-15.66,0,1.95,91.29,25.20,-19.07,6.13,,,,,,,
2008,100,4,9,-11.45,0,4.37,22.07,14.42,-0.44,13.98,,,,,,,
2008,101,4,10,-14.66,0,5.06,72.37,22.26,-18.91,3.35,,,,,,,
2008,102,4,11,-15.20,0,4.88,81.24,30.35,-31.41,-1.05,,,,,,,
2008,103,4,12,-16.76,0,5.31,63.42,34.53,-40.16,-5.62,,,,,,,
2008,104,4,13,-16.17,0,4.30,72.85,34.24,-47.54,-13.31,,,,,,,
2008,105,4,14,-15.68,0,5.92,91.80,35.76,-48.65,-12.89,,,,,,,
2008,106,4,15,-12.47,0,6.67,103.49,35.24,-48.82,-13.58,,,,,,,
2008,107,4,16,-7.37,0,4.46,133.64,31.79,-42.82,-11.02,,,,,,,
2008,108,4,17,-12.95,0,1.65,126.96,3.02,-29.41,-26.39,,,,,,,
2008,109,4,18,-13.71,0,2.02,166.77,39.60,-42.88,-3.28,,,,,,,
2008,110,4,19,-9.77,0,3.23,306.17,4.97,-3.62,1.35,,,,,,,
2008,111,4,20,-12.39,0,2.29,150.39,13.13,-6.09,7.04,,,,,,,
2008,112,4,21,-12.44,0,4.07,86.67,30.89,-29.56,1.33,,,,,,,
2008,113,4,22,-13.61,0,2.70,224.24,28.39,-24.22,4.16,,,,,,,
2008,114,4,23,-13.52,0,2.00,131.54,26.97,-21.45,5.52,,,,,,,
2008,115,4,24,-14.07,0,1.34,163.13,45.88,-36.60,9.29,,,,,,,
2008,116,4,25,-13.42,0,0.96,185.36,43.68,-28.27,15.42,,,,,,,
2008,117,4,26,-10.09,0,2.30,290.65,31.39,-13.45,17.95,,,,,,,
2008,118,4,27,-8.51,0,1.52,201.87,25.43,-15.54,9.89,,,,,,,
2008,119,4,28,-9.35,0,2.91,291.82,17.16,-4.89,12.26,,,,,,,
2008,120,4,29,-8.25,0,3.31,125.12,26.22,-7.28,18.94,,,,,,,
2008,121,4,30,-9.55,0,2.92,202.03,20.78,-5.65,15.13,,,,,,,
2008,122,5,1,-11.08,0,2.49,143.53,21.54,-9.34,12.21,,,,,,,
2008,123,5,2,-11.31,0,3.24,184.72,23.78,-13.56,10.22,,,,,,,
2008,124,5,3,-9.63,0,4.13,184.81,43.55,-43.89,-0.34,,,,,,,
2008,125,5,4,-13.94,0,3.61,241.30,46.90,-37.65,9.25,,,,,,,
2008,126,5,5,-11.32,0,4.44,297.72,26.65,-10.55,16.10,,,,,,,
2008,127,5,6,-10.37,0,4.28,48.84,23.87,-9.51,14.36,,,,,,,
2008,128,5,7,-8.20,0,6.95,56.34,24.62,-5.89,18.72,,,,,,,
2008,129,5,8,-7.33,0,5.41,37.93,19.71,-3.27,16.44,,,,,,,
2008,130,5,9,-5.57,0,3.02,141.77,18.69,-3.20,15.48,,,,,,,
2008,131,5,10,-4.73,0,4.06,96.70,29.92,-9.79,20.13,,,,,,,
2008,132,5,11,-4.60,0,6.82,88.82,59.41,-46.75,12.65,,,,,,,
2008,133,5,12,-2.47,0,3.86,85.38,68.86,-45.65,23.21,,,,,,,
2008,134,5,13,0.63,0,5.27,103.28,65.15,-54.68,10.47,,,,,,,
2008,135,5,14,-2.29,0,1.81,164.20,46.12,-23.00,23.11,,,,,,,
2008,136,5,15,-3.29,0,3.32,233.95,42.93,-13.41,29.53,,,,,,,
2008,137,5,16,-0.84,0,2.11,160.21,44.11,-10.66,33.46,,,,,,,
2008,138,5,17,-1.99,0,3.88,102.56,54.00,-29.50,24.50,,,,,,,
2008,139,5,18,-1.68,0,4.89,82.56,53.78,-35.96,17.82,,,,,,,
2008,140,5,19,1.66,0,2.99,92.28,92.29,-57.70,34.59,,,,,,,
2008,141,5,20,4.56,0,2.39,93.54,113.01,-54.69,58.32,,,,,,,
2008,142,5,21,3.30,0,1.61,187.03,177.89,-54.14,123.75,,,,,,,
2008,143,5,22,0.37,0,2.58,157.53,244.22,-61.63,182.58,,,,,,,
2008,144,5,23,1.08,0,2.16,198.75,268.00,-63.28,204.70,,,,,,,
2008,145,5,24,-1.32,0,2.61,312.13,179.39,-35.55,143.84,,,,,,,
2008,146,5,25,-1.28,0,3.28,239.43,178.55,-23.68,154.88,,,,,,,
2008,147,5,26,0.34,0.1,3.57,163.91,113.41,-13.64,99.77,,,,,,,
2008,148,5,27,0.21,0,4.43,299.21,143.13,-16.49,126.65,,,,,,,
2008,149,5,28,1.52,0,3.45,225.68,238.30,-48.52,189.76,,,,,,,
2008,150,5,29,3.70,0,4.28,49.93,260.01,-67.02,193.01,,,,,,,
2008,151,5,30,3.14,0.2,2.72,74.89,196.93,-38.41,158.54,,,,,,,
2008,152,5,31,2.19,0,2.74,141.80,244.90,-52.15,192.75,,,,,,,
2008,153,6,1,0.29,0,3.63,106.15,181.11,-30.72,150.39,,,,,,,
2008,154,6,2,1.10,0,4.05,36.77,128.26,-13.89,114.37,,,,,,,
2008,155,6,3,2.02,0,4.39,33.06,167.31,-27.31,140.00,,,,,,,
2008,156,6,4,2.08,0,4.04,43.06,267.08,-57.83,209.25,,,,,,,
2008,157,6,5,1.92,0,6.18,58.53,279.06,-67.07,212.00,,,,,,,
2008,158,6,6,4.40,0,6.66,58.73,245.75,-45.17,200.57,,,,,,,
2008,159,6,7,5.58,0.1,4.05,46.90,80.46,-10.31,70.15,,,,,,,
2008,160,6,8,4.96,0.1,5.39,47.87,127.15,-13.16,114.00,,,,,,,
2008,161,6,9,7.77,0,6.79,63.31,281.68,-69.37,212.31,,,,,,,
2008,162,6,10,6.53,0,6.86,65.82,294.29,-85.87,208.42,,,,,,,
2008,163,6,11,4.98,0,6.48,53.47,291.54,-82.42,209.11,,,,,,,
2008,164,6,12,5.60,4.6,5.15,39.82,179.39,-39.30,140.09,,,,,,,
2008,165,6,13,6.34,0,5.55,46.15,289.37,-78.16,211.23,,,,,,,
2008,166,6,14,7.46,0,3.85,46.59,290.12,-88.91,201.20,,,,,,,
2008,167,6,15,12.10,0,3.82,77.70,287.57,-85.84,201.73,,,,,,,
2008,168,6,16,16.55,0,3.00,104.39,269.92,-84.52,185.39,,,,,,,
2008,169,6,17,11.03,0,4.00,226.14,270.47,-75.44,195.03,,,,,,,
2008,170,6,18,4.61,0.5,3.89,239.99,184.79,-43.75,141.06,,,,,,,
2008,171,6,19,12.80,0.2,3.66,220.52,208.22,-57.21,151.01,,,,,,,
2008,172,6,20,15.86,0,2.40,283.24,262.83,-76.02,186.81,,,,,,,
2008,173,6,21,19.11,0,2.73,199.00,269.14,-73.86,195.29,,,,,,,
2008,174,6,22,14.50,0,4.78,143.05,275.15,-81.31,193.83,,,,,,,
2008,175,6,23,13.08,0,3.57,174.80,257.86,-73.42,184.46,,,,,,,
2008,176,6,24,17.22,0,4.63,77.12,204.49,-59.51,144.98,,,,,,,
2008,177,6,25,17.31,0,3.21,205.85,224.79,-60.86,163.93,,,,,,,
2008,178,6,26,8.41,1.4,4.20,299.84,167.21,-27.95,139.26,,,,,,,
2008,179,6,27,9.82,0.5,3.13,228.52,231.95,-50.11,181.83,,,,,,,
2008,180,6,28,11.39,0,3.21,325.01,256.70,-72.90,183.80,,,,,,,
2008,181,6,29,11.09,0,2.95,296.28,207.46,-62.35,145.11,,,,,,,
2008,182,6,30,15.11,4.3,2.09,152.07,200.78,-47.81,152.96,,,,,,,
2008,183,7,1,17.93,0.4,3.16,54.59,206.83,-54.86,151.98,,,,,,,
2008,184,7,2,14.25,0,4.00,28.75,206.78,-62.35,144.43,,,,,,,
2008,185,7,3,18.88,0,3.81,55.73,250.51,-69.18,181.32,,,,,,,
2008,186,7,4,18.54,0,4.02,89.95,248.18,-73.97,174.22,,,,,,,
2008,187,7,5,19.05,0.1,2.83,100.13,244.34,-70.77,173.56,,,,,,,
2008,188,7,6,20.28,0,1.84,107.31,190.32,-62.77,127.54,,,,,,,
2008,189,7,7,17.00,0,4.35,57.75,254.22,-71.17,183.05,,,,,,,
